연령대,총_주중_이용시간,총_주말_이용시간,평균_주중_빈도,평균_주말_빈도,편중_HHI_주중,편중_HHI_주말,B1,C1,cluster,cluster_3-5세,cluster_6-8세,cluster_9-11세
3-5세,30,0,0.5,0.0,1.0,0.0,5,9,2,1.0,,
3-5세,15,0,1.25,0.0,1.0,0.0,5,6,2,1.0,,
3-5세,240,180,1.5,0.5,0.5,1.0,5,6,0,1.0,,
3-5세,300,240,2.5,1.0,0.52,0.5,3,5,3,2.0,,
3-5세,90,180,1.0,0.5,1.0,1.0,2,7,0,1.0,,
3-5세,30,60,0.5,0.5,1.0,0.5,3,4,2,1.0,,
3-5세,60,180,0.5,0.25,1.0,1.0,4,6,0,1.0,,
3-5세,180,360,2.0,1.0,0.5555555555555556,0.5,3,4,2,2.0,,
3-5세,120,300,1.25,0.5,1.0,1.0,3,9,0,1.0,,
3-5세,660,780,5.0,2.0,0.2665289256198347,0.2677514792899408,2,2,1,0.0,,
3-5세,180,240,0.75,1.25,0.3333333333333333,0.375,6,9,2,2.0,,
3-5세,180,360,2.25,1.0,0.3333333333333333,0.5555555555555556,5,5,3,2.0,,
3-5세,0,60,0.0,0.5,0.0,1.0,3,3,0,1.0,,
3-5세,270,300,1.0,0.5,0.654320987654321,0.6800000000000002,6,5,2,1.0,,
3-5세,450,720,4.5,1.5,0.3066666666666667,0.3333333333333333,3,6,1,0.0,,
3-5세,0,60,0.0,0.25,0.0,1.0,1,9,0,1.0,,
3-5세,300,300,2.0,1.25,0.3600000000000001,0.3600000000000001,3,4,3,2.0,,
3-5세,120,120,2.5,1.0,0.5,0.5,2,5,2,2.0,,
3-5세,50,0,0.5,0.0,0.52,0.0,5,7,2,2.0,,
3-5세,90,60,0.75,0.25,1.0,1.0,5,5,0,1.0,,
3-5세,60,60,0.75,0.25,1.0,1.0,2,9,0,1.0,,
3-5세,210,300,1.25,1.0,1.0,0.5399999999999999,3,3,2,2.0,,
3-5세,362,360,3.25,1.25,0.2765788590091877,0.2777777777777778,5,5,3,0.0,,
3-5세,0,60,0.0,0.25,0.0,1.0,6,1,0,1.0,,
3-5세,240,240,3.0,2.0,0.25,0.25,7,7,3,2.0,,
3-5세,75,200,1.75,1.0,0.6622222222222224,0.8150000000000001,6,7,2,2.0,,
3-5세,90,100,1.0,0.75,0.5061728395061729,0.4599999999999999,4,5,2,2.0,,
3-5세,100,93,2.5,1.25,0.2799999999999999,0.5213319458896982,5,5,3,2.0,,
3-5세,40,40,0.5,0.25,1.0,1.0,3,9,0,1.0,,
3-5세,720,720,3.5,2.0,0.2777777777777778,0.2777777777777778,2,2,1,0.0,,
3-5세,420,360,3.75,1.5,0.346938775510204,0.3888888888888889,3,3,3,0.0,,
3-5세,180,180,1.5,0.75,0.3333333333333333,0.3333333333333333,3,9,2,2.0,,
3-5세,130,100,3.0,1.0,0.3609467455621302,0.52,3,3,3,2.0,,
3-5세,0,180,0.0,0.75,0.0,0.5555555555555556,5,5,2,2.0,,
3-5세,105,20,1.75,0.25,0.7551020408163265,1.0,6,5,0,1.0,,
3-5세,120,120,1.0,0.5,0.5,0.5,2,3,2,2.0,,
3-5세,60,60,1.25,0.25,1.0,1.0,3,4,0,1.0,,
3-5세,60,540,1.25,2.0,1.0,0.4012345679012346,6,7,3,2.0,,
3-5세,60,0,0.25,0.0,1.0,0.0,4,5,2,1.0,,
3-5세,110,190,1.75,1.0,0.6859504132231407,0.6509695290858726,2,3,2,2.0,,
3-5세,120,210,2.5,1.0,0.5,0.4285714285714285,4,5,2,2.0,,
3-5세,240,240,3.75,1.5,0.375,0.375,4,5,3,2.0,,
3-5세,150,210,3.25,1.5,0.3600000000000001,0.4285714285714285,2,4,3,2.0,,
3-5세,30,30,0.5,0.5,1.0,1.0,7,7,0,1.0,,
3-5세,150,270,2.25,1.25,0.44,0.5061728395061729,3,3,3,2.0,,
3-5세,30,50,1.25,0.75,1.0,0.6800000000000002,5,9,0,1.0,,
3-5세,240,120,1.25,0.5,0.5,0.5,5,6,2,2.0,,
3-5세,60,120,0.5,0.75,0.5,0.5,5,6,2,2.0,,
3-5세,60,0,0.5,0.0,0.5,0.0,3,4,2,2.0,,
3-5세,110,90,3.0,0.75,0.4380165289256198,0.5555555555555556,5,5,2,2.0,,
3-5세,600,360,5.0,2.0,0.3,0.3333333333333333,3,5,1,0.0,,
3-5세,0,60,0.0,0.5,0.0,1.0,3,5,0,1.0,,
3-5세,180,180,2.0,1.25,0.3333333333333333,0.3333333333333333,5,7,3,2.0,,
3-5세,220,161,2.5,1.5,0.3925619834710743,0.5864357084989004,1,1,3,2.0,,
3-5세,70,120,1.25,0.5,1.0,1.0,5,9,0,1.0,,
3-5세,130,120,2.0,0.75,0.3609467455621302,0.5,2,2,2,2.0,,
3-5세,100,180,3.5,1.25,0.4599999999999999,0.5,3,5,3,2.0,,
3-5세,120,240,2.5,1.0,0.5,0.5,5,5,2,2.0,,
3-5세,90,90,2.0,0.75,0.3333333333333333,0.3333333333333333,3,4,2,2.0,,
3-5세,45,180,1.25,0.75,0.5555555555555556,0.5555555555555556,6,6,2,2.0,,
3-5세,60,60,0.5,0.5,1.0,1.0,3,9,0,1.0,,
3-5세,60,180,1.25,1.0,1.0,0.5555555555555556,3,4,2,1.0,,
3-5세,90,180,2.25,1.5,0.3333333333333333,0.3333333333333333,6,2,3,2.0,,
3-5세,30,120,1.25,0.25,1.0,1.0,3,9,0,1.0,,
3-5세,210,330,2.5,1.0,0.5918367346938775,0.6033057851239669,2,3,3,2.0,,
3-5세,120,0,0.5,0.0,1.0,0.0,4,4,2,1.0,,
3-5세,90,220,1.25,2.0,1.0,0.3181818181818182,6,6,2,2.0,,
3-5세,90,180,2.25,1.0,0.5555555555555556,0.5555555555555556,2,2,2,2.0,,
3-5세,130,140,2.0,1.25,0.2662721893491124,0.3061224489795918,4,8,3,2.0,,
3-5세,90,180,1.25,0.75,1.0,0.5555555555555556,3,6,2,1.0,,
3-5세,2,0,2.25,0.0,0.5,0.0,2,4,2,2.0,,
3-5세,180,180,1.5,0.5,0.5555555555555556,0.5555555555555556,5,5,2,2.0,,
3-5세,0,120,0.0,0.5,0.0,1.0,6,6,0,1.0,,
3-5세,120,120,2.5,1.0,0.5,0.5,2,2,2,2.0,,
3-5세,331,301,2.75,1.25,0.2557570668394776,0.3404046312954603,8,9,3,2.0,,
3-5세,80,110,2.5,0.5,0.625,0.7024793388429753,5,9,2,1.0,,
3-5세,40,130,1.75,1.5,0.375,0.3609467455621302,2,7,2,2.0,,
3-5세,300,480,1.75,0.75,0.52,0.5,3,7,2,2.0,,
3-5세,180,180,1.5,0.75,0.5555555555555556,0.5555555555555556,6,6,2,2.0,,
3-5세,150,360,3.25,1.5,0.3600000000000001,0.3888888888888889,8,8,3,2.0,,
3-5세,150,180,2.75,1.25,0.44,0.5,6,7,3,2.0,,
3-5세,80,120,1.75,0.75,0.59375,0.375,3,5,2,2.0,,
3-5세,960,1200,2.5,2.0,0.25,0.25,7,7,1,0.0,,
3-5세,170,180,2.75,0.5,0.4186851211072664,1.0,5,6,0,1.0,,
3-5세,420,480,3.75,1.5,0.346938775510204,0.34375,2,2,3,0.0,,
3-5세,120,210,1.5,0.75,0.625,0.7551020408163265,4,6,2,1.0,,
3-5세,300,360,2.75,1.0,0.3600000000000001,0.5555555555555556,8,8,3,2.0,,
3-5세,180,300,1.5,1.0,0.5555555555555556,0.52,2,4,2,2.0,,
3-5세,90,180,1.25,0.5,1.0,1.0,7,5,0,1.0,,
3-5세,120,420,1.75,1.0,0.375,0.510204081632653,3,4,2,2.0,,
3-5세,90,180,2.0,1.0,0.5555555555555556,0.5555555555555556,3,8,2,2.0,,
3-5세,50,1320,2.5,1.0,0.52,0.8347107438016528,3,4,1,0.0,,
3-5세,15,185,1.25,1.75,1.0,0.3367421475529584,5,8,2,2.0,,
3-5세,180,360,3.75,1.5,0.5,0.4583333333333333,4,4,3,2.0,,
3-5세,65,185,2.0,1.25,0.4319526627218935,0.5266617969320673,2,5,2,2.0,,
3-5세,240,540,3.0,1.0,0.375,0.5555555555555556,4,4,3,0.0,,
3-5세,60,180,1.25,1.0,1.0,0.5555555555555556,5,9,2,1.0,,
3-5세,240,240,4.0,1.0,0.25,0.25,7,8,3,2.0,,
3-5세,45,135,2.0,1.5,0.5555555555555556,0.5061728395061729,5,7,2,2.0,,
3-5세,160,240,3.75,1.5,0.59375,0.5972222222222222,3,3,3,2.0,,
3-5세,120,240,1.25,0.5,1.0,1.0,4,5,0,1.0,,
3-5세,75,150,2.5,1.0,0.6800000000000002,0.6800000000000002,3,6,2,2.0,,
3-5세,15,210,0.5,0.75,0.5555555555555556,0.7551020408163265,6,8,2,1.0,,
3-5세,60,190,1.25,1.0,1.0,0.5013850415512465,6,8,2,1.0,,
3-5세,210,180,2.5,0.5,0.7551020408163265,1.0,5,6,0,1.0,,
3-5세,180,180,3.25,1.5,0.3333333333333333,0.3333333333333333,5,4,3,2.0,,
3-5세,240,540,1.25,0.5,1.0,1.0,6,6,0,1.0,,
3-5세,90,240,2.5,1.0,0.5555555555555556,0.5,6,4,2,2.0,,
3-5세,110,140,3.25,1.5,0.4049586776859503,0.3877551020408163,4,4,3,2.0,,
3-5세,10,40,0.25,0.75,1.0,0.625,5,9,0,1.0,,
3-5세,150,240,2.5,0.5,0.6800000000000002,1.0,3,3,0,1.0,,
3-5세,30,60,0.5,0.5,1.0,1.0,5,5,0,1.0,,
3-5세,90,90,1.5,0.75,0.5555555555555556,0.5555555555555556,3,4,2,2.0,,
3-5세,190,300,2.5,1.0,0.5013850415512465,0.52,8,7,3,2.0,,
3-5세,89,89,2.5,1.0,0.5530867314732988,0.5530867314732988,4,4,2,2.0,,
3-5세,180,120,1.75,0.5,0.5555555555555556,1.0,5,7,0,1.0,,
3-5세,160,280,1.25,1.0,0.3125,0.4693877551020409,4,5,2,2.0,,
3-5세,80,80,1.25,0.5,1.0,1.0,5,9,0,1.0,,
3-5세,210,300,2.5,1.0,0.510204081632653,0.52,7,8,3,2.0,,
3-5세,150,300,2.5,0.75,0.3600000000000001,0.52,5,5,2,2.0,,
3-5세,180,120,3.75,0.5,0.3333333333333333,0.5,5,6,3,2.0,,
3-5세,30,30,1.25,0.5,1.0,1.0,7,7,0,1.0,,
3-5세,360,1080,4.5,2.0,0.3333333333333333,0.2592592592592593,3,4,1,0.0,,
3-5세,180,300,1.25,0.5,1.0,1.0,5,6,0,1.0,,
3-5세,120,270,1.5,0.5,0.5,0.5061728395061729,6,8,2,2.0,,
3-5세,90,210,1.0,0.75,0.5555555555555556,0.7551020408163265,5,8,2,1.0,,
3-5세,60,60,1.25,0.5,1.0,1.0,7,8,0,1.0,,
3-5세,150,330,1.5,0.75,0.52,0.8347107438016528,6,7,2,2.0,,
3-5세,170,110,1.25,1.0,0.3771626297577855,0.4049586776859503,2,8,2,2.0,,
3-5세,40,60,1.0,0.25,0.625,1.0,7,9,0,1.0,,
3-5세,180,360,3.75,1.5,0.3333333333333333,0.3333333333333333,5,5,3,2.0,,
3-5세,110,180,3.25,1.25,0.3884297520661156,0.5,5,6,3,2.0,,
3-5세,60,140,1.25,0.75,1.0,0.7551020408163265,4,9,0,1.0,,
3-5세,30,30,0.25,0.25,1.0,1.0,9,8,0,1.0,,
3-5세,30,60,0.25,0.25,1.0,1.0,2,5,0,1.0,,
3-5세,120,120,0.75,0.25,1.0,1.0,3,3,0,1.0,,
3-5세,120,360,3.0,1.5,0.375,0.3888888888888889,6,8,3,2.0,,
3-5세,60,240,0.25,0.25,1.0,1.0,2,3,0,1.0,,
3-5세,0,0,0.0,0.0,0.0,0.0,6,5,2,2.0,,
3-5세,0,120,0.0,0.25,0.0,1.0,5,6,0,1.0,,
3-5세,30,30,0.5,0.5,1.0,1.0,6,8,0,1.0,,
3-5세,330,240,2.25,1.0,0.371900826446281,0.5,5,8,3,2.0,,
3-5세,60,180,2.5,1.0,0.5,0.5555555555555556,2,3,2,2.0,,
3-5세,190,250,3.0,1.25,0.5013850415512465,0.5776,4,5,3,2.0,,
3-5세,40,90,1.25,0.5,1.0,1.0,6,8,0,1.0,,
3-5세,240,420,2.5,1.25,0.375,0.346938775510204,4,7,3,2.0,,
3-5세,66,262,2.0,1.25,0.9701561065197428,0.5705087116135423,2,3,2,2.0,,
3-5세,20,120,0.25,0.25,1.0,1.0,3,9,0,1.0,,
3-5세,91,150,2.75,1.5,0.5435333896872359,0.3600000000000001,3,8,3,2.0,,
3-5세,900,780,5.0,2.0,0.2533333333333333,0.2544378698224852,5,4,1,0.0,,
3-5세,120,300,2.5,1.0,0.5,0.6800000000000002,5,7,2,2.0,,
3-5세,120,180,1.25,0.25,1.0,1.0,7,7,0,1.0,,
3-5세,150,0,1.25,0.0,0.44,0.0,1,8,2,2.0,,
3-5세,90,120,1.25,0.5,1.0,1.0,6,8,0,1.0,,
3-5세,120,120,2.0,0.5,0.625,1.0,4,4,0,1.0,,
3-5세,0,60,0.0,0.75,0.0,0.5,1,4,2,2.0,,
3-5세,60,120,1.0,0.25,1.0,1.0,4,4,0,1.0,,
3-5세,150,180,3.0,1.25,0.3155555555555556,0.3333333333333333,3,6,3,2.0,,
3-5세,60,210,1.25,0.75,1.0,0.7551020408163265,1,8,0,1.0,,
3-5세,240,180,2.5,1.0,0.5,0.7222222222222223,6,7,2,2.0,,
3-5세,30,60,0.75,0.75,1.0,0.5,8,8,2,1.0,,
3-5세,280,180,2.0,0.5,0.4795918367346939,0.5555555555555556,7,4,2,2.0,,
3-5세,420,240,2.5,1.0,0.5918367346938775,0.625,3,9,3,2.0,,
3-5세,180,180,1.5,0.5,0.5555555555555556,1.0,2,6,0,1.0,,
3-5세,60,60,1.25,0.5,1.0,1.0,8,8,0,1.0,,
3-5세,485,482,1.5,1.0,0.9795259857583164,0.5268590416831667,3,9,2,0.0,,
3-5세,0,60,0.0,0.25,0.0,1.0,4,9,0,1.0,,
3-5세,900,360,1.25,0.5,1.0,1.0,4,6,1,0.0,,
3-5세,90,180,2.25,0.75,0.5555555555555556,0.5555555555555556,5,6,2,2.0,,
3-5세,360,0,1.5,0.0,0.5,0.0,1,1,2,2.0,,
3-5세,1440,900,3.5,1.25,0.3576388888888889,0.3600000000000001,8,8,1,0.0,,
3-5세,150,150,2.5,1.0,0.6800000000000002,0.6800000000000002,4,4,2,2.0,,
3-5세,90,60,2.5,0.5,0.5555555555555556,1.0,3,3,0,1.0,,
3-5세,135,240,2.75,0.75,0.4074074074074074,0.5,4,8,2,2.0,,
3-5세,180,240,2.5,1.0,0.7222222222222223,0.625,7,5,2,2.0,,
3-5세,0,0,0.0,0.0,0.0,0.0,4,9,2,2.0,,
3-5세,45,25,2.75,0.75,0.5061728395061729,0.44,4,3,2,2.0,,
3-5세,900,660,2.5,1.5,0.3333333333333333,0.4049586776859503,4,6,1,0.0,,
3-5세,150,120,2.5,0.5,0.6800000000000002,1.0,5,9,0,1.0,,
3-5세,240,420,1.25,0.75,1.0,0.7551020408163265,7,7,0,1.0,,
3-5세,160,190,2.75,1.25,0.4609375,0.5013850415512465,6,6,3,2.0,,
3-5세,150,150,2.25,1.0,0.6800000000000002,0.6800000000000002,4,3,2,2.0,,
3-5세,240,360,1.25,1.0,0.5,0.5555555555555556,5,7,2,2.0,,
3-5세,240,480,1.0,1.0,0.5,0.5,3,4,2,2.0,,
3-5세,40,60,1.25,0.5,1.0,1.0,4,7,0,1.0,,
3-5세,240,420,3.0,1.0,0.375,0.510204081632653,4,8,3,2.0,,
3-5세,120,180,1.25,0.5,1.0,1.0,5,7,0,1.0,,
3-5세,0,120,0.0,0.5,0.0,1.0,6,8,0,1.0,,
3-5세,120,0,1.25,0.0,1.0,0.0,5,7,2,1.0,,
3-5세,210,240,1.25,0.5,1.0,1.0,3,7,0,1.0,,
3-5세,20,60,1.25,0.5,1.0,1.0,3,3,0,1.0,,
3-5세,210,210,2.75,1.0,0.4285714285714285,0.4285714285714285,4,7,3,2.0,,
3-5세,60,60,0.5,0.25,1.0,1.0,3,6,0,1.0,,
3-5세,35,30,1.5,0.5,0.7551020408163265,1.0,3,8,0,1.0,,
3-5세,210,330,3.75,1.5,0.4285714285714285,0.4380165289256198,7,8,3,2.0,,
3-5세,110,180,2.5,0.5,0.4049586776859503,0.5555555555555556,1,3,2,2.0,,
3-5세,420,720,3.75,1.5,0.346938775510204,0.3333333333333333,3,8,1,0.0,,
3-5세,120,300,2.5,1.0,0.5,0.52,5,5,2,2.0,,
3-5세,240,360,2.5,1.0,0.5,0.5,5,6,3,2.0,,
3-5세,60,180,0.75,1.25,1.0,0.3333333333333333,3,7,2,2.0,,
3-5세,170,220,2.75,1.5,0.5570934256055364,0.4049586776859503,4,7,3,2.0,,
3-5세,25,25,0.5,0.5,0.6800000000000002,0.6800000000000002,7,8,0,1.0,,
3-5세,240,240,2.5,1.0,0.5,0.625,2,5,3,2.0,,
3-5세,180,120,1.75,0.5,0.5,1.0,5,6,0,1.0,,
3-5세,250,370,2.75,1.25,0.5776,0.6844411979547116,2,2,3,2.0,,
3-5세,120,60,0.75,0.25,1.0,1.0,8,8,0,1.0,,
3-5세,90,180,1.25,0.5,1.0,1.0,4,5,0,1.0,,
3-5세,90,130,2.0,1.0,0.4074074074074074,0.3609467455621302,4,5,2,2.0,,
3-5세,540,300,2.5,0.5,0.5246913580246915,0.5,5,5,3,2.0,,
3-5세,240,240,2.0,0.75,0.625,0.625,3,3,2,2.0,,
3-5세,8,220,0.75,0.75,0.53125,0.5041322314049586,8,8,2,2.0,,
3-5세,60,180,1.25,0.5,1.0,1.0,3,9,0,1.0,,
3-5세,60,180,1.25,0.75,1.0,0.5555555555555556,7,8,2,1.0,,
3-5세,75,60,1.25,0.25,0.6800000000000002,1.0,6,8,0,1.0,,
3-5세,40,360,2.25,1.0,0.5,0.7222222222222223,2,6,2,2.0,,
3-5세,90,120,1.25,1.0,0.5555555555555556,0.625,2,5,2,2.0,,
3-5세,90,150,2.5,1.0,0.5555555555555556,0.52,5,4,2,2.0,,
3-5세,300,360,2.5,1.0,0.52,0.5,5,8,3,2.0,,
3-5세,30,0,0.25,0.0,1.0,0.0,3,6,2,1.0,,
3-5세,60,240,0.75,1.0,1.0,0.5,5,5,2,1.0,,
3-5세,240,300,1.5,1.5,0.375,0.44,6,9,3,2.0,,
3-5세,240,210,2.25,0.75,0.625,0.7551020408163265,3,4,2,2.0,,
3-5세,60,80,0.75,0.75,1.0,0.625,6,7,0,1.0,,
3-5세,120,120,1.5,0.5,0.5,0.5,2,8,2,2.0,,
3-5세,60,1200,1.25,0.25,1.0,1.0,6,7,0,1.0,,
3-5세,360,600,2.5,1.0,0.5555555555555556,0.52,2,2,3,0.0,,
3-5세,120,420,1.25,1.0,1.0,0.5918367346938775,7,8,2,1.0,,
3-5세,200,200,0.75,0.5,1.0,1.0,3,6,0,1.0,,
3-5세,90,120,1.25,0.5,0.5555555555555556,1.0,4,9,0,1.0,,
3-5세,180,660,1.25,1.0,1.0,0.5041322314049586,2,6,2,2.0,,
3-5세,210,210,2.25,0.5,0.5918367346938775,1.0,5,6,0,1.0,,
3-5세,60,60,2.5,1.0,0.5,0.5,1,1,2,2.0,,
3-5세,90,180,2.0,0.5,0.5555555555555556,0.5555555555555556,8,1,2,2.0,,
3-5세,0,540,0.0,1.5,0.0,0.4074074074074074,7,9,2,2.0,,
3-5세,120,120,1.5,1.0,0.5,0.5,4,5,2,2.0,,
3-5세,150,180,0.75,0.75,0.52,0.5555555555555556,2,8,2,2.0,,
3-5세,180,180,2.25,1.0,0.5555555555555556,0.5555555555555556,4,4,2,2.0,,
3-5세,300,360,3.75,0.75,0.44,0.5,3,5,3,2.0,,
3-5세,240,180,1.5,0.5,0.625,1.0,3,5,0,1.0,,
3-5세,120,120,2.5,1.0,0.5,0.5,4,9,2,2.0,,
3-5세,300,90,2.5,1.0,0.52,0.5555555555555556,6,9,2,2.0,,
3-5세,240,480,2.5,0.5,0.625,0.5,4,4,2,2.0,,
3-5세,80,80,2.25,1.0,0.34375,0.40625,3,3,2,2.0,,
3-5세,0,60,0.0,0.25,0.0,1.0,5,5,0,1.0,,
3-5세,380,330,4.25,1.75,0.3019390581717451,0.371900826446281,5,8,3,0.0,,
3-5세,180,240,2.5,1.0,0.5555555555555556,0.625,3,4,2,2.0,,
3-5세,1020,540,2.75,1.0,0.4463667820069204,0.654320987654321,5,8,1,0.0,,
3-5세,60,300,1.0,1.25,0.5,0.44,5,6,2,2.0,,
3-5세,100,181,2.0,0.75,0.44,0.3333536827325173,7,4,2,2.0,,
3-5세,130,180,3.25,1.0,0.3609467455621302,0.5555555555555556,4,4,3,2.0,,
3-5세,300,360,3.0,1.5,0.44,0.3333333333333333,8,8,3,0.0,,
3-5세,70,30,2.5,0.5,0.510204081632653,1.0,4,9,0,1.0,,
3-5세,600,660,2.75,2.0,0.3400000000000001,0.256198347107438,4,6,1,0.0,,
3-5세,60,240,1.25,0.5,1.0,0.625,3,8,0,1.0,,
3-5세,180,180,1.5,0.5,0.5,0.5,3,4,2,2.0,,
3-5세,60,60,0.75,0.25,1.0,1.0,2,3,0,1.0,,
3-5세,65,60,1.5,0.5,0.8579881656804735,1.0,2,1,0,1.0,,
3-5세,30,60,0.5,0.5,1.0,1.0,4,4,0,1.0,,
3-5세,60,120,0.75,0.5,1.0,1.0,6,7,0,1.0,,
3-5세,50,120,1.25,0.5,1.0,1.0,3,5,0,1.0,,
3-5세,660,780,2.5,1.25,0.5041322314049586,0.4319526627218935,6,5,1,0.0,,
3-5세,150,170,0.25,0.25,1.0,1.0,3,5,0,1.0,,
3-5세,90,110,1.25,0.75,1.0,0.7024793388429753,1,7,0,1.0,,
3-5세,240,660,1.25,1.0,1.0,0.5371900826446281,3,4,2,2.0,,
3-5세,90,90,1.25,0.5,1.0,1.0,5,5,0,1.0,,
3-5세,210,150,1.5,0.5,0.5918367346938775,1.0,5,3,0,1.0,,
3-5세,120,120,0.5,0.5,0.5,0.5,7,8,2,1.0,,
3-5세,40,55,2.5,1.5,0.625,0.371900826446281,4,7,2,2.0,,
3-5세,360,270,1.5,0.75,0.7222222222222223,0.8024691358024691,5,8,0,1.0,,
3-5세,60,120,0.75,0.5,1.0,1.0,4,4,0,1.0,,
3-5세,60,120,0.75,0.5,1.0,1.0,4,4,0,1.0,,
3-5세,120,180,1.25,1.0,1.0,0.5555555555555556,3,3,2,1.0,,
3-5세,60,300,1.25,0.5,1.0,1.0,3,3,0,1.0,,
3-5세,65,145,1.5,1.0,0.8579881656804735,0.7051129607609988,5,5,2,1.0,,
3-5세,180,240,2.0,1.0,0.7222222222222223,0.625,5,5,2,2.0,,
3-5세,60,0,0.5,0.0,1.0,0.0,8,9,2,1.0,,
3-5세,90,150,1.5,0.5,0.5555555555555556,0.6800000000000002,5,8,2,1.0,,
3-5세,0,300,0.0,0.25,0.0,1.0,3,4,0,1.0,,
3-5세,120,180,2.0,1.0,0.5,0.5555555555555556,2,4,2,2.0,,
3-5세,90,150,2.25,0.75,0.5555555555555556,0.6800000000000002,2,5,2,2.0,,
3-5세,120,360,2.0,0.75,0.5,0.5,3,3,2,2.0,,
3-5세,130,360,2.5,0.5,0.8579881656804735,1.0,4,9,0,1.0,,
3-5세,390,270,2.25,0.75,0.2781065088757397,0.5555555555555556,5,7,3,2.0,,
3-5세,120,120,0.75,0.25,1.0,1.0,2,4,0,1.0,,
3-5세,360,360,2.25,1.5,0.3888888888888889,0.3888888888888889,5,6,3,0.0,,
3-5세,240,180,2.0,0.75,0.375,0.5555555555555556,3,4,2,2.0,,
3-5세,240,300,0.75,1.0,0.625,0.52,6,8,2,2.0,,
3-5세,20,20,1.25,0.5,1.0,1.0,3,8,0,1.0,,
3-5세,30,61,1.0,0.75,1.0,0.4840096748185971,5,6,2,1.0,,
3-5세,50,60,1.0,0.75,0.52,0.3888888888888889,7,8,2,2.0,,
3-5세,60,90,2.5,1.5,0.5,0.3333333333333333,4,4,3,2.0,,
3-5세,150,180,2.0,0.5,0.6800000000000002,1.0,3,3,0,1.0,,
3-5세,120,180,3.75,1.5,0.375,0.3333333333333333,3,4,3,2.0,,
3-5세,180,180,2.5,1.0,0.5555555555555556,0.5555555555555556,6,7,2,2.0,,
3-5세,0,240,0.0,0.5,0.0,1.0,5,5,0,1.0,,
3-5세,122,122,3.0,1.5,0.4838753023380812,0.4838753023380812,2,2,3,2.0,,
3-5세,31,61,1.0,0.5,0.9375650364203956,0.9677506046761624,2,9,0,1.0,,
3-5세,90,120,2.0,0.5,0.5555555555555556,1.0,6,7,0,1.0,,
3-5세,180,180,2.5,1.5,0.3333333333333333,0.3333333333333333,6,7,3,2.0,,
3-5세,60,60,0.5,0.5,1.0,1.0,3,9,0,1.0,,
3-5세,60,60,0.5,0.25,1.0,1.0,9,9,0,1.0,,
3-5세,60,60,2.5,0.5,0.5,0.5555555555555556,3,6,2,2.0,,
3-5세,0,120,0.0,0.5,0.0,1.0,3,9,0,1.0,,
3-5세,210,180,2.5,1.0,0.510204081632653,0.5555555555555556,5,5,2,2.0,,
3-5세,60,180,1.75,1.0,0.5,0.5555555555555556,4,8,2,2.0,,
3-5세,120,120,1.25,0.5,1.0,1.0,2,5,0,1.0,,
3-5세,0,0,0.0,0.0,0.0,0.0,3,5,2,2.0,,
3-5세,0,0,0.0,0.0,0.0,0.0,4,6,2,2.0,,
3-5세,120,120,1.25,0.5,1.0,1.0,8,6,0,1.0,,
3-5세,180,180,2.75,1.25,0.3333333333333333,0.3333333333333333,1,3,3,2.0,,
3-5세,120,120,2.5,1.0,0.5,0.5,4,9,2,2.0,,
3-5세,60,60,2.5,0.5,0.5,0.5,2,4,2,2.0,,
3-5세,30,1,1.25,0.5,1.0,1.0,3,6,0,1.0,,
3-5세,30,30,0.75,0.25,1.0,1.0,8,9,0,1.0,,
3-5세,60,0,0.5,0.0,1.0,0.0,3,4,2,1.0,,
3-5세,80,241,1.0,0.75,0.625,0.9917356794821026,4,3,0,1.0,,
3-5세,120,270,0.5,0.75,1.0,0.8024691358024691,6,8,0,1.0,,
3-5세,30,120,1.25,0.5,1.0,1.0,6,9,0,1.0,,
3-5세,150,120,1.25,0.25,1.0,1.0,2,6,0,1.0,,
3-5세,0,120,0.0,0.5,0.0,1.0,3,9,0,1.0,,
3-5세,20,60,0.25,0.25,1.0,1.0,8,8,0,1.0,,
3-5세,30,90,0.25,0.5,1.0,1.0,3,8,0,1.0,,
3-5세,190,190,2.75,1.25,0.5013850415512465,0.5013850415512465,4,6,3,2.0,,
3-5세,70,70,0.75,0.5,0.7551020408163265,0.7551020408163265,3,5,0,1.0,,
3-5세,60,240,1.25,1.0,1.0,0.59375,5,7,2,1.0,,
3-5세,30,120,0.5,0.25,1.0,1.0,2,4,0,1.0,,
3-5세,120,240,1.5,1.0,0.5,0.5,4,4,2,2.0,,
3-5세,130,190,3.75,1.5,0.4319526627218935,0.5013850415512465,3,8,3,2.0,,
3-5세,180,360,3.75,1.5,0.3333333333333333,0.3333333333333333,3,3,3,2.0,,
3-5세,140,310,1.75,1.0,0.7551020408163265,0.4880332986472425,2,3,2,2.0,,
3-5세,120,120,1.25,0.5,1.0,1.0,2,2,0,1.0,,
3-5세,60,60,0.75,0.25,0.5,1.0,6,5,0,1.0,,
3-5세,0,240,0.0,0.5,0.0,1.0,2,5,0,1.0,,
3-5세,120,240,2.5,1.25,0.5,0.46875,5,6,3,2.0,,
3-5세,70,45,2.25,0.5,0.4183673469387755,1.0,3,4,0,1.0,,
3-5세,90,120,2.5,1.0,0.5555555555555556,0.5,8,8,2,2.0,,
3-5세,10,10,1.25,0.5,1.0,1.0,8,8,0,1.0,,
3-5세,35,35,2.0,1.0,0.7551020408163265,0.7551020408163265,6,6,2,1.0,,
